Name,Platform,YearOfRelease,Genre,Publisher,Developer,NorthAmericaSales,EuropeSales,JapanSales,OtherSales,GlobalSales,CriticScore,UserScore,UserCount
Kill.Switch,XB,2003,Shooter,Namco Bandai Games,Namco,0.18,0.05,0,0.01,0.24,75,8,7
Karnaaj Rally,GBA,2003,Racing,Jaleco,"Infinite Dreams, Paragon 5",0.01,0,0,0,0.01,81,9.5,4
Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,Harmonix Music Systems,0.17,0.13,0,0.04,0.35,83,9.1,17
Justice League: Chronicles,GBA,2003,Platform,Midway Games,Full-Fat,0.03,0.01,0,0,0.04,43,2,29
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,Blue Tongue Entertainment,0.13,0.1,0,0.03,0.27,75,8.9,21
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,Blue Tongue Entertainment,0.05,0.01,0,0,0.07,69,8.8,19
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,Blue Tongue Entertainment,0,0.02,0,0,0.02,72,8.7,55
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,Rebellion,0.01,0.01,0,0,0.03,52,5.3,9
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,Rebellion,0.01,0,0,0,0.02,57,6.7,7
Jet Grind Radio,GBA,2003,Action,Sega,Vicarious Visions,0.02,0.01,0,0,0.03,74,9.3,6
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,JV Games Inc.,0.1,0.04,0,0,0.13,66,8.1,9
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,Griptonite Games,0.12,0.04,0,0,0.17,73,8.3,11
Jak II,PS2,2003,Platform,Sony Computer Entertainment,Naughty Dog,1.68,0.74,0,0.36,2.78,87,8.2,241
Iridion II,GBA,2003,Shooter,Vivendi Games,Shin'en,0.09,0.03,0,0,0.13,78,1,30
IndyCar Series,PS2,2003,Racing,Codemasters,Codemasters,0.06,0.05,0,0.02,0.12,69,2,50
IndyCar Series,XB,2003,Racing,Codemasters,Codemasters,0.04,0.01,0,0,0.05,71,7.8,5
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,Double Helix Games,0.14,0.04,0,0.01,0.18,73,8.6,17
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,"1C, 1C Company",0,0.02,0,0,0.02,86,8.6,38
Ikaruga,GC,2003,Shooter,Atari,Treasure,0.07,0.02,0,0,0.09,85,8.5,42
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,Bethesda Softworks,0.15,0.04,0,0.01,0.2,40,7.4,7
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,Argonaut Games,0.19,0.15,0,0.05,0.4,73,8.3,22
I-Ninja,GC,2003,Platform,Namco Bandai Games,Argonaut Games,0.07,0.02,0,0,0.09,77,7.6,8
I-Ninja,XB,2003,Platform,Namco Bandai Games,Argonaut Games,0.05,0.02,0,0,0.07,75,8.4,8
Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,High Voltage Software,0.13,0.04,0,0.01,0.17,72,8.6,5
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,High Voltage Software,0.21,0.16,0,0.06,0.43,68,8.8,16
Hulk,PS2,2003,Action,Universal Interactive,Radical Entertainment,0.52,0.41,0,0.14,1.06,71,8.3,22
Hulk,XB,2003,Action,Universal Interactive,Radical Entertainment,0.25,0.07,0,0.01,0.33,69,7.7,9
Hulk,GC,2003,Action,Universal Interactive,Radical Entertainment,0.15,0.04,0,0.01,0.19,71,7.4,7
Hot Wheels: World Race,GBA,2003,Racing,THQ,THQ,0.1,0.04,0,0,0.14,15,6.2,5
Hot Wheels World Race,PS2,2003,Racing,THQ,Climax Group,0.21,0.16,0,0.05,0.42,55,7.7,9
Hot Wheels World Race,GC,2003,Racing,THQ,Climax Group,0.13,0.03,0,0,0.16,59,7,5
Homeworld 2,PC,2003,Strategy,Vivendi Games,Relic,0,0.03,0,0,0.03,83,8.3,128
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,Io Interactive,0.1,0.03,0,0,0.13,83,5.5,8
High Heat Major League Baseball 2004,PS2,2003,Sports,3DO,3DO,0.18,0.14,0,0.05,0.36,83,8.1,12
High Heat Major League Baseball 2004,XB,2003,Sports,3DO,3DO,0.06,0.02,0,0,0.08,83,8.4,8
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,TOSE,0.14,0.05,0,0,0.2,82,9.2,40
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,TOSE,0.34,0.13,0.11,0.01,0.59,81,9.6,116
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,Marvelous,0.61,0.16,0,0.02,0.79,79,8.9,148
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,Magic Pockets,0.44,0.34,0,0.11,0.9,68,6.6,27
Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,Electronic Arts,0.31,0.08,0,0.01,0.4,68,8.5,10
Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,Magic Pockets,0.28,0.1,0,0.01,0.39,53,8.3,9
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,Electronic Arts,0.14,0.04,0,0.01,0.19,69,7.5,4
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,Warthog,0.14,0.11,0,0.04,0.28,56,7.6,21
Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,Warthog,0.06,0.02,0,0,0.08,62,8.3,6
Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,Warthog,0.05,0.02,0,0,0.07,59,6,5
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,Gearbox Software,0.02,0.02,0,0,0.04,83,7.4,396
Growlanser Generations,PS2,2003,Role-Playing,Atlus,Career Soft,0.06,0.04,0,0.01,0.11,81,7.7,19
Group S Challenge,XB,2003,Racing,Capcom,Capcom,0.02,0,0,0,0.02,57,6,5
Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,King of the Jungle,0.01,0,0,0,0.01,45,7.3,8
Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,King of the Jungle,0.01,0,0,0,0.01,49,2,6
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,Rockstar North,0,0.03,0,0.01,0.04,94,8.8,1520
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,Rare Ltd.,0.11,0.03,0,0.01,0.14,66,7.3,28
Gotcha Force,GC,2003,Shooter,Capcom,Capcom,0.01,0,0.01,0,0.03,56,8.2,17
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,Jaleco Entertainment,0.08,0.07,0,0.02,0.17,68,8.7,14
Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,Jaleco Entertainment,0.06,0.02,0,0,0.08,70,1,26
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,Jaleco Entertainment,0.01,0,0,0,0.02,71,7.8,6
Gladius,PS2,2003,Strategy,Activision,LucasArts,0.1,0.08,0,0.03,0.2,78,8,22
Gladius,XB,2003,Strategy,Activision,LucasArts,0.1,0.03,0,0,0.14,79,8.5,22
Gladius,GC,2003,Strategy,Activision,LucasArts,0.06,0.01,0,0,0.07,82,8.8,12
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,Acclaim Studios Manchester,0.06,0.05,0,0.02,0.12,65,5.8,8
Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,Acclaim Studios Manchester,0.04,0.01,0,0,0.05,65,7.1,7
Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,SCE Studio Cambridge,0.04,0.03,0,0.01,0.09,69,8.7,22
Futurama,PS2,2003,Platform,SCi,UDS,0.04,0.03,0,0.01,0.07,59,6.6,14
Futurama,XB,2003,Platform,SCi,UDS,0.03,0.01,0,0,0.05,58,6.9,14
Furious Karting,XB,2003,Racing,Atari,Babylon Software,0.01,0,0,0,0.01,63,2,22
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,Jester Interactive,0.02,0.01,0,0,0.04,71,8.9,10
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,Racjin,0.15,0.12,0.26,0.04,0.56,56,8.1,38
Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,Black Ops Entertainment,0.07,0.06,0,0.02,0.15,35,5,23
Front Mission 4,PS2,2003,Strategy,Square Enix,Square Enix,0.14,0.11,0.25,0.04,0.54,75,8.6,22
Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,0.18,0.07,0,0,0.26,59,2,10
Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,Konami,0.16,0.12,0,0.04,0.32,59,8.5,6
Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,Konami,0.12,0.03,0,0,0.15,61,2,22
Freestyle Metal X,PS2,2003,Racing,Midway Games,Deibus Studios,0.04,0.03,0,0.01,0.09,67,8.3,17
Freelancer,PC,2003,Simulation,Microsoft Game Studios,Digital Anvil,0.02,0.02,0,0.01,0.05,85,9,185
Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,Full-Fat,0.01,0,0,0,0.01,65,1,21
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,Io Interactive,0.25,0.2,0,0.07,0.52,81,8.4,57
Freedom Fighters,XB,2003,Shooter,Electronic Arts,Io Interactive,0.17,0.05,0,0.01,0.23,82,8.2,23
Freedom Fighters,GC,2003,Shooter,Electronic Arts,Io Interactive,0.1,0.03,0,0,0.13,83,7.8,12
Freaky Flyers,PS2,2003,Racing,Midway Games,Midway Studios - San Diego,0.05,0.04,0,0.01,0.1,66,2,11
Freaky Flyers,XB,2003,Racing,Midway Games,Midway,0.02,0.01,0,0,0.03,64,2,30
Ford Racing 2,PS2,2003,Racing,Empire Interactive,Razorworks Studios,0.49,0.38,0,0.13,1,51,8,8
Ford Racing 2,XB,2003,Racing,Empire Interactive,Razorworks Studios,0.11,0.03,0,0.01,0.15,62,1,24
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,SCEI,0.03,0.02,0,0.01,0.06,64,8.1,12
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,Konami,0.02,0.02,0,0.01,0.04,67,7.5,4
Fire Emblem,GBA,2003,Strategy,Nintendo,Intelligent Systems,0.49,0.18,0.29,0.01,0.97,88,9.2,144
Finding Nemo,GBA,2003,Action,THQ,Vicarious Visions,1.59,1.05,0.04,0.14,2.82,3,7,8
Finding Nemo,GC,2003,Action,THQ,Traveller's Tales,0.69,0.18,0,0.02,0.89,62,5.5,8
Finding Nemo,XB,2003,Action,THQ,Traveller's Tales,0.48,0.16,0,0.02,0.66,63,1,41
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,Square Enix,0.72,0.38,0.36,0.04,1.49,80,8.1,94
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,SquareSoft,1.92,1.08,2.11,0.17,5.29,85,6.6,400
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,Square Enix,0.82,0.37,0.89,0.05,2.13,87,7.8,212
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,EA Canada,0.24,0.49,0,0.05,0.79,82,8.2,23
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,EA Canada,0.05,0.01,0,0,0.07,83,6.2,12
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,Exient Entertainment,0.04,0.01,0,0,0.05,82,7.9,9
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,Tecmo,0.08,0.06,0,0.02,0.16,81,9.2,100
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,Electronic Arts,0.05,0.04,0,0.01,0.1,70,7.7,15
F-Zero: GP Legend,GBA,2003,Racing,Nintendo,Suzak,0.11,0.04,0,0,0.16,77,8.5,18
F-Zero GX,GC,2003,Racing,Nintendo,Amusement Vision,0.41,0.11,0.12,0.02,0.65,89,8.5,161
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,SCEE,0.09,0.07,0,0.02,0.18,73,8,5
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,"SCEE, Zoe Mode",0.88,2.3,0.2,0.83,4.2,80,7.5,22
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,0.09,0.07,0,0.02,0.19,77,8.5,17
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,0.21,0.16,0,0.05,0.43,74,8.2,33
EVE Online,PC,2003,Role-Playing,CCP,CCP,0,0.19,0,0.01,0.2,69,7.5,280
ESPN NHL Hockey,PS2,2003,Sports,Sega,Kush Games,0.11,0.09,0,0.03,0.23,90,7,22
ESPN NHL Hockey,XB,2003,Sports,Sega,Kush Games,0.08,0.02,0,0,0.11,88,8.4,24
ESPN NFL Football,PS2,2003,Sports,Sega,Visual Concepts,0.27,0.21,0,0.07,0.56,91,8.5,25
ESPN NFL Football,XB,2003,Sports,Sega,Visual Concepts,0.27,0.08,0,0.01,0.36,91,8.9,45
ESPN NBA Basketball,PS2,2003,Sports,Sega,Visual Concepts,0.26,0.21,0,0.07,0.54,89,8.4,38
ESPN NBA Basketball,XB,2003,Sports,Sega,Visual Concepts,0.2,0.06,0,0.01,0.27,87,8.2,25
ESPN College Hoops,PS2,2003,Sports,Sega,Visual Concepts,0.08,0.06,0,0.02,0.16,83,8.5,8
Enter the Matrix,PS2,2003,Action,Atari,Shiny Entertainment,1.78,1.12,0.09,0.19,3.18,62,8.1,137
Enter the Matrix,XB,2003,Action,Atari,Shiny Entertainment,0.72,0.43,0.01,0.04,1.2,65,7.1,75
Enter the Matrix,GC,2003,Action,Atari,Shiny Entertainment,0.34,0.09,0.02,0.01,0.45,63,8,45
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,Omega Force,0.17,0.13,0.51,0.04,0.86,72,9.1,39
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,Omega Force,0.63,0.21,1.13,0.13,2.11,78,9.3,201
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,Omega Force,0.12,0.03,0,0.01,0.16,75,8.8,18
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,Koei,0.05,0.04,0,0.01,0.11,78,9.1,13
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,Mistic Software,0.21,0.08,0,0.01,0.29,69,8,5
Drome Racers,GC,2003,Racing,Electronic Arts,Attention To Detail,0.02,0.01,0,0,0.03,54,6.6,5
Drome Racers,GBA,2003,Racing,THQ,Mobius Entertainment,0.02,0.01,0,0,0.03,73,2,15
Drakengard,PS2,2003,Role-Playing,Square Enix,Cavia Inc.,0.19,0.15,0.26,0.05,0.65,63,9.1,88
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,Webfoot Technologies,0.78,0.29,0,0.02,1.09,75,8.9,39
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,Webfoot Technologies,0.77,0.29,0,0.02,1.08,40,6.1,22
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,Dimps Corporation,1.63,0.22,0.51,0.06,2.41,66,8.2,92
Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,Pyramid,0.53,0.14,0,0.02,0.69,65,6.3,15
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,Magenta Software,0.27,0.21,0,0.07,0.56,56,6.5,8
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,Magenta Software,0.08,0.02,0,0,0.11,56,1,21
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,Handheld Games,0.04,0.01,0,0,0.05,3,9,21
Downhill Domination,PS2,2003,Racing,Codemasters,Incognito Inc.,0.23,0.18,0,0.06,0.47,79,8.9,32
Double Dragon Advance,GBA,2003,Action,Atlus,Million,0.03,0.01,0,0,0.05,75,8.4,5
Donkey Konga,GC,2003,Misc,Nintendo,Namco,0.5,0.16,0.46,0.03,1.15,76,8.3,21
Donkey Kong Country,GBA,2003,Platform,Nintendo,Rare Ltd.,1.2,0.48,0.29,0.07,2.04,78,8.9,53
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,Frontier Developments,0.21,0.16,0,0.05,0.42,64,3.1,157
Disney's Party,GBA,2003,Misc,Hudson Entertainment,Jupiter Multimedia,0.05,0.02,0,0,0.07,9,1,30
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,Klein Computer Entertainment,0.02,0.01,0,0,0.02,58,1,12
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,Klein Computer Entertainment,0.05,0.02,0,0,0.06,63,2,37
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,Toys for Bob,0.16,0.12,0,0.04,0.32,78,8.3,12
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,Vicarious Visions,0.2,0.08,0,0.01,0.28,70,2,21
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,Toys for Bob,0.09,0.02,0,0,0.12,76,7.6,5
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,Toys for Bob,0.08,0.02,0,0,0.11,76,8.3,7
Disney's Brother Bear,GBA,2003,Action,THQ,Vicarious Visions,0.28,0.1,0,0.01,0.39,11,1,48
Disney's Aladdin,GBA,2003,Platform,Capcom,Disney Interactive,0.02,0.01,0,0,0.03,59,1,13
Disney Princess,GBA,2003,Platform,THQ,Art,1.04,0.37,0,0.06,1.47,2,1,18
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,Nippon Ichi Software,0.16,0.13,0,0.04,0.33,84,8.9,74
Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,Vicious Cycle,0.01,0,0,0,0.01,44,2,12
Dino Crisis 3,XB,2003,Action,Capcom,Capcom,0.08,0.03,0.03,0,0.14,51,4.1,22
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,Dimps Corporation,0.11,0.04,0,0,0.15,63,2,34
Devil May Cry 2,PS2,2003,Action,Capcom,Capcom,0.71,0.58,0.51,0.17,1.97,68,6.6,167
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,Ion Storm,0.25,0.07,0,0.01,0.33,84,7.6,37
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,Aki Corp.,0.95,0.74,0,0.25,1.94,80,8.9,41
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,Aki Corp.,0.19,0.05,0,0.01,0.25,81,8.5,8
Deer Hunter,PS2,2003,Sports,Atari,Coresoft,0.14,0.11,0,0.04,0.28,15,8.5,17
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,Team Ninja,0.36,0.08,0.14,0.02,0.59,73,7.8,47
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,Konami,1.05,0.59,0,0.18,1.81,82,8.2,11
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,0.42,0.11,0,0.02,0.54,82,8.8,10
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,SystemSoft,0.03,0.01,0,0,0.04,74,8.8,6
CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,LSP,0.01,0,0,0,0.01,76,2,23
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,Light Weight,0.06,0.05,0,0.02,0.13,48,3.7,6
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,Ubisoft Shanghai,0.02,0.01,0,0,0.03,60,1,38
"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,Genki,0.01,0,0,0,0.01,52,1,27
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,FASA Studio,0.65,0.19,0,0.03,0.87,88,8.8,45
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,Graphic State,0.21,0.08,0,0.01,0.3,48,5.9,8
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,Vicarious Visions,0.74,1.01,0,0.2,1.95,69,7.7,59
Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,Vicarious Visions,0.33,0.12,0,0.01,0.46,77,8.3,12
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,Vicarious Visions,0.24,0.07,0,0.01,0.31,70,8.9,16
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,Vicarious Visions,0.2,0.05,0,0.01,0.26,66,7.4,8
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,Vicarious Visions,0.63,0.66,0,0.07,1.36,75,7.8,30
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,Valve Software,0.85,0.23,0,0.04,1.11,74,7.6,51
Corvette,GBA,2003,Racing,TDK Mediactive,Visual Impact,0.2,0.07,0,0.01,0.28,10,2,19
Corvette,XB,2003,Racing,TDK Mediactive,Steel Monkeys,0.18,0.05,0,0.01,0.24,53,8.6,12
Conflict: Desert Storm,GC,2003,Shooter,SCi,Pivotal Games,0.06,0.02,0,0,0.08,62,8.4,13
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,Pyro Studios,0,0.02,0,0,0.02,72,7.6,83
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,Neverland,0.02,0.01,0,0,0.03,70,1,27
Chessmaster,PS2,2003,Misc,Ubisoft,Ubisoft Romania,0.19,0.15,0,0.05,0.39,79,7.3,13
Charlie's Angels,GC,2003,Action,Ubisoft,Neko Entertainment,0.01,0,0,0,0.02,23,3.3,23
Chaos Legion,PS2,2003,Action,Capcom,Capcom,0.15,0.12,0,0.04,0.3,65,8.2,58
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,KCET,0.46,0.36,0,0.12,0.94,79,8.4,74
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,KCET,0.2,0.07,0,0,0.28,91,9.1,127
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,Capcom,0.08,0.02,0,0,0.1,80,8.7,13
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,Sand Grain Studios,0.37,0.29,0,0.1,0.76,7,9,40
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,FUN Labs,0.16,0.05,0,0.01,0.21,65,8.4,16
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,Sand Grain Studios,0.57,0.45,0,0.15,1.17,57,8.4,37
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,FUN Labs,0.26,0.08,0,0.01,0.35,7,9.1,22
Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,Taito Corporation,0.01,0,0,0,0.01,53,2,50
Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,Criterion Games,0.18,0.05,0,0.01,0.24,88,5.1,23
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,Criterion Games,0.12,0.03,0,0,0.15,89,8.5,18
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,Taito Corporation,0.05,0.04,0,0.01,0.1,72,7.5,14
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,Natsume,0.02,0.01,0,0,0.03,44,8.6,5
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,Eurocom Entertainment Software,0.09,0.07,0,0.02,0.18,72,8.9,47
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,Eurocom Entertainment Software,0.09,0.03,0,0,0.12,73,8.4,14
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,Eurocom Entertainment Software,0.02,0.01,0,0,0.03,75,9,9
Brute Force,XB,2003,Shooter,Microsoft Game Studios,Digital Anvil,0.62,0.18,0.01,0.03,0.83,77,7.8,49
Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,Revolution Software,0.01,0,0,0,0.02,77,8.3,12
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,KCEJ,0.1,0.04,0,0,0.15,83,9.6,16
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,Terminal Reality,0.11,0.09,0,0.03,0.23,58,6.2,5
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,Terminal Reality,0.04,0.01,0,0,0.05,55,2,43
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,Eighting/Raizing,0.03,0.01,0,0,0.04,61,8.6,9
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,Eighting,0.05,0.04,0,0.01,0.09,59,8.6,43
Blackthorne,GBA,2003,Action,Activision,Mass Media,0.01,0,0,0,0.01,67,7.6,5
Bionicle,PS2,2003,Action,Electronic Arts,Argonaut Games,0.21,0.17,0,0.06,0.43,51,3.6,16
Bionicle,GC,2003,Action,Electronic Arts,Argonaut Games,0.16,0.04,0,0.01,0.21,47,4.2,5
Bionicle,GBA,2003,Action,THQ,Mobius Entertainment,0.06,0.02,0,0,0.09,9,1,41
Bionicle,XB,2003,Action,Electronic Arts,Argonaut Games,0.05,0.01,0,0,0.06,49,1.5,4
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,Sonic Team,0.19,0.05,0,0.01,0.25,71,8.7,31
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,Eutechnyx,0.06,0.02,0,0,0.08,63,8.2,6
Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,Takara,0.52,0.19,0,0.01,0.73,8,2,50
Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,Warthog,0.08,0.06,0,0.02,0.16,66,6.8,6
Battlestar Galactica,XB,2003,Shooter,Vivendi Games,Warthog,0.06,0.02,0,0,0.08,63,1,32
Battle Engine Aquila,PS2,2003,Shooter,Atari,Lost Toys,0.02,0.01,0,0,0.03,73,9,5
Battle Engine Aquila,XB,2003,Shooter,Atari,Lost Toys,0.01,0,0,0,0.02,76,2,47
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,Ubisoft Montreal,0.17,0.13,0,0.05,0.35,63,8.3,14
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,Ubisoft Montreal,0.08,0.02,0,0,0.11,67,7.7,6
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,Ubisoft,0.05,0.02,0,0,0.07,63,6.8,4
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,Ubisoft Montreal,0.05,0.01,0,0,0.06,63,2,42
Batman: Dark Tomorrow,XB,2003,Action,Kemco,HotGen,0.08,0.02,0,0,0.11,25,3.6,18
Batman: Dark Tomorrow,GC,2003,Action,Kemco,Kemco,0.06,0.02,0,0,0.08,29,3.2,19
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,Monolith Soft,0.21,0.05,0,0.01,0.27,80,9,59
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,Blitz Games,0.24,0.19,0,0.06,0.49,4,6.6,10
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,Rare Ltd.,0.24,0.09,0,0.01,0.33,72,8.1,18
